EJERCICIO;ID_CAPITULO;DESC_CAPITULO;ID_ARTICULO;DESC_ARTICULO;ID_CONCEPTO;DESC_CONCEPTO;ID_SUBCONCEPTO;DESC_SUBCONCEPTO;PROPUESTA
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-1;De Organismos Autónomos De La Administración General Del Estado                                                                                                                                                                                           ;4-1-0;De Organismos Autónomos                                                                                                                                                                                                                                   ;4-1-0-00;Servicio Público De Empleo Estatal                                                                                                                                                                                                                        ; 14679115,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-1;De Organismos Autónomos De La Administración General Del Estado                                                                                                                                                                                           ;4-1-0;De Organismos Autónomos                                                                                                                                                                                                                                   ;4-1-0-08;Instituto Nacional De Administración Pública                                                                                                                                                                                                              ; 500000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-1;De Organismos Autónomos De La Administración General Del Estado                                                                                                                                                                                           ;4-1-0;De Organismos Autónomos                                                                                                                                                                                                                                   ;4-1-0-09;Organismo Nacional De Loterías Y Apuestas Del Estado                                                                                                                                                                                                      ; 100000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-2;De La Seguridad Social                                                                                                                                                                                                                                    ;4-2-1;Del Imserso                                                                                                                                                                                                                                               ;4-2-1-00;Prestaciones Dependencia                                                                                                                                                                                                                                  ; 37000000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-2;De La Seguridad Social                                                                                                                                                                                                                                    ;4-2-2;De La Tesorería General De La Seguridad Social                                                                                                                                                                                                            ;4-2-2-00;De La Tesorería General De La Seguridad Social                                                                                                                                                                                                            ; 1200000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-6;De Corporaciones Locales                                                                                                                                                                                                                                  ;4-6-0;De Ayuntamientos                                                                                                                                                                                                                                          ;4-6-0-00;Ayuntamiento De Logroño                                                                                                                                                                                                                                   ; 4000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-6;De Corporaciones Locales                                                                                                                                                                                                                                  ;4-6-0;De Ayuntamientos                                                                                                                                                                                                                                          ;4-6-0-01;Otros Ayuntamientos                                                                                                                                                                                                                                       ; 58000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-7;De Empresas Privadas                                                                                                                                                                                                                                      ;4-7-0;Sociedades Privadas                                                                                                                                                                                                                                       ;4-7-0-00;Contour Global La Rioja                                                                                                                                                                                                                                   ; 16000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-9;Del Exterior                                                                                                                                                                                                                                              ;4-9-0;Programa Operativo Fondo Social Europeo                                                                                                                                                                                                                   ;4-9-0-00;Programa Operativo Fondo Social Europeo                                                                                                                                                                                                                   ; 6000000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-9;Del Exterior                                                                                                                                                                                                                                              ;4-9-1;Fondo Europeo Agrícola De Garantía (Feaga)                                                                                                                                                                                                                ;4-9-1-01;Promoción Terceros Países                                                                                                                                                                                                                                 ; 4797111,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-9;Del Exterior                                                                                                                                                                                                                                              ;4-9-1;Fondo Europeo Agrícola De Garantía (Feaga)                                                                                                                                                                                                                ;4-9-1-06;Destilación                                                                                                                                                                                                                                               ; 100000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-9;Del Exterior                                                                                                                                                                                                                                              ;4-9-1;Fondo Europeo Agrícola De Garantía (Feaga)                                                                                                                                                                                                                ;4-9-1-29;Fruta Escolar                                                                                                                                                                                                                                             ; 95070,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-9;Del Exterior                                                                                                                                                                                                                                              ;4-9-3;Fondo Europeo Agrícola De Desarrollo Rural (Feader)                                                                                                                                                                                                       ;4-9-3-00;Programa De Desarrollo Rural                                                                                                                                                                                                                              ; 5306900,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-9;Del Exterior                                                                                                                                                                                                                                              ;4-9-9;Otras Transferencias Del Exterior                                                                                                                                                                                                                         ;4-9-9-00;Otros Programas Europeos                                                                                                                                                                                                                                  ; 2855929,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-0;Intereses De Títulos Y Valores                                                                                                                                                                                                                            ;5-0-0;Del Estado                                                                                                                                                                                                                                                ;5-0-0-00;Del Estado                                                                                                                                                                                                                                                ; 60000,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-1;Intereses De Anticipos Y Préstamos Concedidos                                                                                                                                                                                                             ;5-1-5;A La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                       ;5-1-5-02;A Entidades Públicas Empresariales                                                                                                                                                                                                                        ; 10259,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-1;Intereses De Anticipos Y Préstamos Concedidos                                                                                                                                                                                                             ;5-1-5;A La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                       ;5-1-5-03;A Sociedades Públicas                                                                                                                                                                                                                                     ; 2002,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-1;Intereses De Anticipos Y Préstamos Concedidos                                                                                                                                                                                                             ;5-1-5;A La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                       ;5-1-5-99;A Otros Entes Públicos                                                                                                                                                                                                                                    ; 2500,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-2;Intereses De Depósitos                                                                                                                                                                                                                                    ;5-2-0;Intereses De Cuentas Bancarias                                                                                                                                                                                                                            ;5-2-0-00;Intereses De Cuentas Bancarias                                                                                                                                                                                                                            ; 3500050,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-4;Rentas De Bienes Inmuebles                                                                                                                                                                                                                                ;5-4-0;Arrendamientos De Fincas Urbanas                                                                                                                                                                                                                          ;5-4-0-01;Arrendamientos Para Vivienda                                                                                                                                                                                                                              ; 26661,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-4;Rentas De Bienes Inmuebles                                                                                                                                                                                                                                ;5-4-0;Arrendamientos De Fincas Urbanas                                                                                                                                                                                                                          ;5-4-0-08;Arrendamientos Para Usos Distintos De Viviendas                                                                                                                                                                                                           ; 18615,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-4;Rentas De Bienes Inmuebles                                                                                                                                                                                                                                ;5-4-9;Otras Rentas                                                                                                                                                                                                                                              ;5-4-9-00;Otras Rentas                                                                                                                                                                                                                                              ; 12587,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-0;Concesiones Administrativas                                                                                                                                                                                                                               ;5-5-0-01;Concesión Expoltación Cafeterías Centros Hospitalarios                                                                                                                                                                                                    ; 4300,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-0;Concesiones Administrativas                                                                                                                                                                                                                               ;5-5-0-02;Concesión Explotación Cafeterías Instalaciones Deportivas                                                                                                                                                                                                 ; 35000,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-0;Concesiones Administrativas                                                                                                                                                                                                                               ;5-5-0-07;Concesión Explotación Residencia Albelda De Iregua                                                                                                                                                                                                        ; 15894,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-0;Concesiones Administrativas                                                                                                                                                                                                                               ;5-5-0-10;Residencia Alzheimer                                                                                                                                                                                                                                      ; 16303,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-0;Concesiones Administrativas                                                                                                                                                                                                                               ;5-5-0-12;Centro Sociosanitario De Convalecencia De Haro                                                                                                                                                                                                            ; 14686,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-0;Concesiones Administrativas                                                                                                                                                                                                                               ;5-5-0-99;Otras Concesiones                                                                                                                                                                                                                                         ; 219609,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-1;Aprovechamientos Especiales                                                                                                                                                                                                                               ;5-5-1-00;Gestión Fondo Mejoras En Montes De Entidades Locales                                                                                                                                                                                                      ; 85000,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-5;Productos De Concesiones Y Aprovechamientos Especiales                                                                                                                                                                                                    ;5-5-1;Aprovechamientos Especiales                                                                                                                                                                                                                               ;5-5-1-01;Aprovechamiento De Montes Comunidad Autónoma De La Rioja                                                                                                                                                                                                  ; 315000,0
 00000000000000000000000000000000002025;5;Ingresos Patrimoniales                                                                                                                                                                                                                                    ;5-9;Otros Ingresos Patrimoniales                                                                                                                                                                                                                              ;5-9-9;Otros Ingresos Patrimoniales                                                                                                                                                                                                                              ;5-9-9-00;Facturación Consumo Agua La Grajera                                                                                                                                                                                                                       ; 24325,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-0;De La Administración Del Estado                                                                                                                                                                                                                           ;7-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;7-0-1-00;Sanidad                                                                                                                                                                                                                                                   ; 309579,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-0;De La Administración Del Estado                                                                                                                                                                                                                           ;7-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;7-0-1-01;Agricultura, Pesca Y Alimentación                                                                                                                                                                                                                         ; 63375,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-0;De La Administración Del Estado                                                                                                                                                                                                                           ;7-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;7-0-1-04;Educación, Formación Profesional Y Deportes                                                                                                                                                                                                               ; 349230,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-0;De La Administración Del Estado                                                                                                                                                                                                                           ;7-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;7-0-1-06;Transportes Y Movilidad Sostenible                                                                                                                                                                                                                        ; 269294,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-0;De La Administración Del Estado                                                                                                                                                                                                                           ;7-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;7-0-1-15;Vivienda Y Agenda Urbana                                                                                                                                                                                                                                  ; 6307000,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-9;Del Exterior                                                                                                                                                                                                                                              ;7-9-0;Programa Operativo Fondo Europeo De Desarrollo Regional (Feder)                                                                                                                                                                                           ;7-9-0-00;Programa Competitividad Regional Y Empleo                                                                                                                                                                                                                 ; 7200000,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-9;Del Exterior                                                                                                                                                                                                                                              ;7-9-1;Fondo Europeo Agrícola De Garantía (Feaga)                                                                                                                                                                                                                ;7-9-1-00;Ocm Vino Inversiones                                                                                                                                                                                                                                      ; 2699522,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-9;Del Exterior                                                                                                                                                                                                                                              ;7-9-1;Fondo Europeo Agrícola De Garantía (Feaga)                                                                                                                                                                                                                ;7-9-1-01;Ocm Vino Reestructuración Y Reconversión De Viñedo                                                                                                                                                                                                        ; 3594444,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-9;Del Exterior                                                                                                                                                                                                                                              ;7-9-3;Fondo Europeo Agrícola De Desarrollo Rural (Feader)                                                                                                                                                                                                       ;7-9-3-00;Programa De Desarrollo Rural                                                                                                                                                                                                                              ; 11500610,0
 00000000000000000000000000000000002025;7;Transferencias De Capital                                                                                                                                                                                                                                 ;7-9;Del Exterior                                                                                                                                                                                                                                              ;7-9-9;Otras Transferencias Del Exterior                                                                                                                                                                                                                         ;7-9-9-00;Otros Programas Europeos                                                                                                                                                                                                                                  ; 440100,0
