#Partida_completa,Orgánica_completa,Funcional_Completa,Económica_completa,Org1_Seccion,Org1_Denominación,Org1_Completa,Org2_Servicio,Org2_Denominación,Org2_Completa,Org3_Centro,Org3_Denominación,Org3_Completa,Ec1_Capítulo,Ec1_Denominación,Ec1_Completa,Ec2_Artículo,Ec2_Denominación,Ec2_Completa,Ec3_Concepto,Ec3_Denominación,Ec3_Completa,Ec4_Subconcepto,Ec4_Denominación,Ec4_Completa,Func1_Grupo,Func1_Denominación,Func1_Completa,Func2_Función,Func2_Denominación,Func2_Completa,Func3_Subfunción,Func3_Denominación,Func3_Completa,Func4_Programa,Func4_Denominación,Func4_Completa,Func5_Subprograma,Func5_Denominación,Func5_Completa,Presupuesto
1502.3121.22603,1502,3121,22603,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22603,"JURÍDICOS, CONTENCIOSOS","22603 JURIDICOS, CONTENCIOSOS",3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,500
1502.3121.22606,1502,3121,22606,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS","22606 REUNIONES, CONFERENCIAS Y CURSOS",3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,2000
1502.3121.22699,1502,3121,22699,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22699,OTROS,22699 OTROS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,2000
1502.3121.22700,1502,3121,22700,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22700,LIMPIEZA Y ASEO,22700 LIMPIEZA Y ASEO,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,1367987
1502.3121.22701,1502,3121,22701,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22701,SEGURIDAD,22701 SEGURIDAD,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,209947
1502.3121.22706,1502,3121,22706,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,22706 ESTUDIOS Y TRABAJOS TECNICOS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,74000
1502.3121.22712,1502,3121,22712,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22712,SERVICIOS CONTRATADOS DE COMEDOR,22712 SERVICIOS CONTRATADOS DE COMEDOR,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,337469
1502.3121.22799,1502,3121,22799,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22799,OTROS,22799 OTROS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,158832
1502.3121.23000,1502,3121,23000,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,230,DIETAS,230 DIETAS,23000,DIETAS,23000 DIETAS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,6000
1502.3121.23100,1502,3121,23100,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,231,LOCOMOCIÓN,231 LOCOMOCION,23100,LOCOMOCIÓN,23100 LOCOMOCION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,15000
1502.3121.23300,1502,3121,23300,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,233,OTRAS INDEMNIZACIONES,233 OTRAS INDEMNIZACIONES,23300,OTRAS INDEMNIZACIONES,23300 OTRAS INDEMNIZACIONES,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,136800
1502.3121.62200,1502,3121,62200,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,622,EDIFICIOS Y OTRAS CONSTRUCCIONES,622 EDIFICIOS Y OTRAS CONSTRUCCIONES,62200,ADQUISICION,62200 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,356400
1502.3121.62300,1502,3121,62300,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,623,"MAQUINARIA, INSTALACIONES Y UTILLAJE","623 MAQUINARIA, INSTALACIONES Y UTILLAJE",62300,ADQUISICION,62300 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,160000
1502.3121.62400,1502,3121,62400,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,624,ELEMENTOS DE TRANSPORTE,624 ELEMENTOS DE TRANSPORTE,62400,ADQUISICION,62400 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,1000
1502.3121.62500,1502,3121,62500,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,625,MOBILIARIO Y ENSERES,625 MOBILIARIO Y ENSERES,62500,ADQUISICION,62500 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,65000
1502.3121.63200,1502,3121,63200,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,632 EDIFICIOS Y OTRAS CONSTRUCCIONES,63200,ADQUISICION,63200 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,197691
1502.3121.63300,1502,3121,63300,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,633,"MAQUINARIA, INSTALACIONES Y UTILLAJE","633 MAQUINARIA, INSTALACIONES Y UTILLAJE",63300,ADQUISICION,63300 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,373285
1502.3121.63500,1502,3121,63500,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,635,MOBILIARIO Y ENSERES,635 MOBILIARIO Y ENSERES,63500,ADQUISICION,63500 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3121,ATENCIÓN PRIMARIA,3121 ATENCION PRIMARIA,,,,53000
1502.3123.19000,1502,3123,19000,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,190,RETRIBUCIONES BÁSICAS. FUNCIONARIOS Y ESTATUTARIOS,190 RETRIBUCIONES BASICAS. FUNCIONARIOS Y ESTATUTARIOS,19000,SUELDOS DEL GRUPO A1.(EXC.PERSONAL DE CUPO Y EVIS),19000 SUELDOS DEL GRUPO A1.(EXC.PERSONAL DE CUPO Y EVIS),3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,1148850
1502.3123.19002,1502,3123,19002,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,190,RETRIBUCIONES BÁSICAS. FUNCIONARIOS Y ESTATUTARIOS,190 RETRIBUCIONES BASICAS. FUNCIONARIOS Y ESTATUTARIOS,19002,SUELDOS DEL GRUPO A2.(EXC.PERSONAL DE CUPO),19002 SUELDOS DEL GRUPO A2.(EXC.PERSONAL DE CUPO),3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,45685
1502.3123.19007,1502,3123,19007,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,190,RETRIBUCIONES BÁSICAS. FUNCIONARIOS Y ESTATUTARIOS,190 RETRIBUCIONES BASICAS. FUNCIONARIOS Y ESTATUTARIOS,19007,TRIENIOS,19007 TRIENIOS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,9903
1502.3123.19107,1502,3123,19107,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,191,RETRIBUCIONES COMPLEMENTARIAS. FUNCIONARIOS Y ESTATUTARIOS,191 RETRIBUCIONES COMPLEMENTARIAS. FUNCIONARIOS Y ESTATUTARIOS,19107,COMPLEM.DE ATENCION CONTINUADA PERSONAL SANIT.FACULT.,19107 COMPLEM.DE ATENCION CONTINUADA PERSONAL SANIT.FACULT.,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,1079840
1502.3123.19113,1502,3123,19113,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,191,RETRIBUCIONES COMPLEMENTARIAS. FUNCIONARIOS Y ESTATUTARIOS,191 RETRIBUCIONES COMPLEMENTARIAS. FUNCIONARIOS Y ESTATUTARIOS,19113,OTROS COMPLEMENTOS,19113 OTROS COMPLEMENTOS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,140481
1502.3123.19700,1502,3123,19700,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,197,"CUOTAS, PREST.Y GASTOS SOC. A CARGO DEL EMPL. PERS.FUNC.,ESTAT.Y PERS.NO LAB.","197 CUOTAS, PREST.Y GASTOS SOC. A CARGO DEL EMPL. PERS.FUNC.,ESTAT.Y PERS.NO LAB.",19700,SEGURIDAD SOCIAL,19700 SEGURIDAD SOCIAL,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,831395
1502.3123.19708,1502,3123,19708,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,197,"CUOTAS, PREST.Y GASTOS SOC. A CARGO DEL EMPL. PERS.FUNC.,ESTAT.Y PERS.NO LAB.","197 CUOTAS, PREST.Y GASTOS SOC. A CARGO DEL EMPL. PERS.FUNC.,ESTAT.Y PERS.NO LAB.",19708,ACCIÓN SOCIAL,19708 ACCION SOCIAL,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,210
1502.3123.19712,1502,3123,19712,15,SERVICIO RIOJANO DE SALUD,15 SERVICIO RIOJANO DE SALUD,1502,CENTROS DE SALUD,1502 CENTROS DE SALUD,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,19,PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,19 PERSONAL FUNCIONARIO Y ESTATUTARIO DEL SERVICIO RIOJANO DE SALUD,197,"CUOTAS, PREST.Y GASTOS SOC. A CARGO DEL EMPL. PERS.FUNC.,ESTAT.Y PERS.NO LAB.","197 CUOTAS, PREST.Y GASTOS SOC. A CARGO DEL EMPL. PERS.FUNC.,ESTAT.Y PERS.NO LAB.",19712,MEJORA DE INCAPACIDAD TEMPORAL,19712 MEJORA DE INCAPACIDAD TEMPORAL,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,31,SANIDAD,31 SANIDAD,312,"HOSPITALES, SERV.ASISTENCIALES","312 HOSPITALES, SERV.ASISTENCIALES",3123,FORMACIÓN DEL PERSONAL SANITARIO,3123 FORMACION DEL PERSONAL SANITARIO,,,,1336
